;name;phones;mails;address;company;people;inn
3447;vk.com/domplus;89114000601,89114005677;;;;;
3448;wa.me/79114000601;89114000601;;;;;
3449;vk.com/club60451006;;;;;;
3450;oooaleks.ru;;;;;;
3451;mup-aig.ru;84955410490,81040000000,84955415764,80281054000,89255529550;почтаinfo@mup-aig.ru,info@mup-aig.ru,geo@mup-aig.ru;;;;
3452;wa.me/79255529550;;;;;;
3453;logopark.tver.ru;89190677521;info@logopark.tver.ru;;Складской оператор	CO	СКЛАДСКОЙ ОПЕРАТОР;;
3454;karamai-kzn.ru;80281002907,88432774400,81020000000;info@tatvoylok.ru,karamai-kazan@mail.ru;Казань, ул.Братьев	Казань, ул. Бр;АЛЬФА-БАНК	ТатВойлок;;7728168971
3455;btiexpert.ru;89139289489,89628325486;btiexpert@bk.ru;;БТИ ЭКСПЕРТ;;
3456;vgsha.info;89828101220,89127231004,83100000120;lib.zal@vgatu.ru,cc@vgatu.ru,smu@vgatu.ru,ip@vgatu.ru,prof-st@vgatu.ru,prof-so@vgatu.ru,science@vgatu.ru,proekt@vgatu.ru,nis@vgatu.ru,preuniver@vgatu.ru,dnka59@mail.ru,priem@vgatu.ru,autoschoolkirov@yandex.ru,vuc@vgatu.ru,holstinina_la@vgatu.ru,rektor@vgatu.ru,cmp@vgatu.ru,simbirskihe@mail.ru,do@vgatu.ru,nauka_vsaa@mail.ru,agropolis@vgatu.ru,info@vgatu.ru,ahch@vgatu.ru,lib@vgatu.ru,cts@vgatu.ru,ip-vgsha@yandex.ru,buhvgsxa@mail.ru,vetlit@mail.ru;Киров, ул. Горького	Киров, ул. Маклина	Киров, ул. Воровского;;;
3457;usadba43.ru;;;;;;
3458;bc-brk.ru;88910111213,89621411919;n_kvorum2013@mail.ru,141-19-19commerce@bc-brk.ru,60-70-888elena.ivanchuk@mail.ru,commerce@bc-brk.ru;Брянск, ул. Дуки	Брянск, ул. Бежицкая	Брянск, ул. Калинина	Брянск, ул. Литейная;;;3201000729
3459;cazn.ru;88000007890,85859606162,86000004770,84000005850,81681691701,84000003750,82000007730,86000006770,84000003850,88000007790,82000004730,81381391401,88000003790,82000008830,83839404142,80809010011,82000004830,88000006790,88000006890,82000006830,80000002810,86000004870,84000002750,84000007750,86000007770,80000004810,84000007850,80000001710,84997368240,89251488839,86000001770,82000002830,86869707172,86000003770,82000007830,81481491501,80000006810,84959445047,82000001730,82829303132,82000005730,88000005790,89899100101,80000002710,88000001790,84849505152,84000001750,83747576777,82000005830,82000002730,80000003810,81081091101,80000008810,88000002890,86000005870,80000007810,86000002870,81281291301,88000008790,88000005890,81819202122,89265111107,88000008890,80480490500,89180181182,86000006870,84000004850,88000002790,82000003830,80000003710,84000002850,80280290300,84000001850,80000004710,82000001830,80000005710,81172173174,82000006730,80000001810,82000008730,80180190200,86000007870,80000008710,83184185186,81581591601,85176177178,86000001870,84000008850,86000002770,88910111213,81181191201,80000006710,84000006750,88000004790,87980818283,87188189190,86000008770,88000003890,84957488839,88000004890,84858687888,80380390400,86000008870,84000005750,80000007710,86000005770,84000008750,86000003870,80000005810,88000001890,84000004750,84000006850,82000003730;cazn@bk.ru;Онуфриево, ул. Молодежная	Москва, ул. Профсоюзная	Аносино, ул. Поляны	Зеленоград, ул. Болдов;Газпромбанк;;
3460;vk.com/ancazn;89655185673,89165111990;;;;;
3461;sntdanilovskoe.ru;89278916979,80381055440,89277835764,81020000000,89277700711,89270204912,89608357921,89277802755,89171254018,89171258196,89649690118,89277786904;danilovskoe2012@yandex.ru;;;;6382004943
3462;lvnd.ru;84957876812,84957876811;info@lvnd.ru;;;;
3463;innovatsii-lts.clients.site;;;;;;
3464;noti.ru;83832233312,81060004300,83832235571,83833758016,83833333676,85476084970,83832218428,83832220743,83832171986,83832215569,83832213512,83833481543,83832271013;mpbti@mail.iks.ru,isk_sel@noti.ru,kargat@noti.ru,sever@noti.ru,barab@noti.ru,cherep@noti.ru,chistooz@noti.ru,bti@mos.ru,dovoln@noti.ru,kolyvan@noti.ru,gta@noti.ru,ubinka@noti.ru,kogupbti@kogupbti.kirov.ru,kochenevo@noti.ru,info@bti.chita.ru,adm@kubbti.ru,karasuk@noti.ru,lenoblbti@yandex.ru,kanc@noti.ru,mobti@mobti.ru,tv@noti.ru,vvk@kbti.kht.ru,berdsk@noti.ru,sogup@r66.ru,gtirb@mail.ru,venger@noti.ru,suzun@noti.ru,ocenka@noti.ru,belbti@mail.ru,kupino@noti.ru,guprt@mail.ru,kochki@noti.ru,ogup@mail.tomsknet.ru,zko@noti.ru,octi@mail.ru,ob@noti.ru,ordynka@noti.ru,cti@omsknet.ru,academ@noti.ru,chany@noti.ru,mkv@noti.ru,nro@noti.ru,kujbyshev@noti.ru,bolot@noti.ru,ruti@khakasnet.ru,bti@pskov.ru,interkad@interkad.alt.ru,btivlz@gmail.com,tatarka@noti.ru,sdvinka@noti.ru,ngo@noti.ru,secretary@noti.ru,gup.cti@gmail.com,bagan@noti.ru,declar@noti.ru,info@goin.spb.ru,bti@bti-nvartovsk.ru,info@bti.irtel.ru,cti@kemtel.ru,krasnoz@noti.ru,Kobti@kmtn.ru,glbux@noti.ru,maslan@noti.ru,moshkovo@noti.ru,toguch@noti.ru,chulym@noti.ru;Болотное, ул. Школьная	Мошково, ул.Советская	Сузун, ул.Ленина	Довольное, ул.Ленина	Маслянино, ул. Коммунистическая	Куйбышев, ул.Коммунистическая	Коченево, ул.Октябрьская	Сузун, ул. Ленина	Усть-Тарка, ул. Иванова	Венгерово, ул.Ленина	Новосибирск, ул. Чаплыгина	Новосибирск, ул. Сибирская	Бердск, ул.Островского	Тогучин, ул. Лапина	Кочки, ул.Советская	Венгерово, ул. Ленина	Баган, ул.Горького	Маслянино, ул.Коммунистическая	Болотное, ул.Школьная	Карасук, ул. Комсомольская	Линево, ул. Листвянская	Барабинск, ул.Коммунистическая	Чулым, ул.Трудовая	Колывань, ул.Кирова	Здвинск, ул.Калинина	Черепаново, ул.Партизанская	Кыштовка, ул. Ленина	Каргат, ул. Советская	Куйбышев, ул. Коммунистическая	Купино, ул.Советов	Искитим, ул.Семипалатинская	Краснозерское, ул.Чкалова	Каргат, ул.Советская	Чаны, ул.Комсомольская	Татарск, ул.Закриевского	Новосибирск, ул.Сибирская	Обь, ул.Геодезическая	Северное, ул.Урицкого	Новосибирск, ул. Терешковой	Чулым, ул. Трудовая;;;5407972200
3465;ggs-group.ru;89250547433,84955055453;naumenko@ggs-group.ru,info@ggs-group.ru;Юбилейный, ул. Военных	Москва, ул. Загорьевская	Домодедово, ул. Курыжова	Центральный, улица Промышленная	Москва, ул. Профсоюзная	Мытищи, улица Борисовка	Домодедово,ул. Ильюшина	Москва, ул. Мелиховская	Ленинские, ул. Южный	Москва, улица Зои	Москва, ул. Мосфильмовская	Видное, ул. Ермолинская	Москва, ул. Наличная	Красногорск, улица Парковая	Королёв, ул. Лесная	Москва, улица Молдагуловой	Домодедово, ул. Кирова	Дзержинский, ул. Лесная	Мытищи, ул. Борисовка	Москва, ул. Маршала	Москва, ул. Балаклавский	Одинцово, ул. Садовая	Москва, ул. Кировоградская	Можайск, ул. Академика	Москва, ул. Фадеева	Москва, ул. Чонгарский;;;
3466;stroitel-43.ru;;St-43zao@mail.ru;Находка, ул. Портовая;Строитель-43	Кварц;;2508013074
3467;tintileturi.ru;89033677228,89878401446;tintileturi@yandex.ru,info@tintileturi.ru,inf@tintileturi.ru;Оренбург, ул. Ленинская	Караванный, ул. Гвардейская;;;
3468;vk.com/agencytnt;89325300093;;;;;
3469;viber.click/79588387370;;;;;;
3470;rosinv.ru;88632017151,88001003434,84959405401;Пресс-службаpressa@rosinv.ru,корреспонденцииmail@rosinv.ru;;;;
3471;mfcbti.ru;83422252050,88003023342;nsk@mfcbti.ru,karelia@mfcbti.ru,buryatia@mfcbti.ru,vladimir@mfcbti.ru,chel@mfcbti.ru,perm@mfcbti.ru,kostroma@mfcbti.ru,omsk@mfcbti.ru,samara@mfcbti.ru,sahalin@mfcbti.ru,mordovia@mfcbti.ru,dagestan@mfcbti.ru,kamchatka@mfcbti.ru,nn@mfcbti.ru,adygeya@mfcbti.ru,barnaul@mfcbti.ru,help@mfcbti.ru,rb@mfcbti.ru,elista@mfcbti.ru,ur@mfcbti.ru,ulianovsk@mfcbti.ru,tambov@mfcbti.ru,pskov@mfcbti.ru,saratov@mfcbti.ru,kchr@mfcbti.ru,orenb@mfcbti.ru,khakasia@mfcbti.ru,kirov@mfcbti.ru,volgograd@mfcbti.ru,chukotka@mfcbti.ru,ekb@mfcbti.ru,ivanovo@mfcbti.ru,chechnya@mfcbti.ru,murmansk@mfcbti.ru,stavropol@mfcbti.ru,primor@mfcbti.ru,irkutsk@mfcbti.ru,astrakhan@mfcbti.ru,hmao@mfcbti.ru,spb@mfcbti.ru,amur@mfcbti.ru,vn@mfcbti.ru,krasnodar@mfcbti.ru,tomsk@mfcbti.ru,altai@mfcbti.ru,alania@mfcbti.ru,kemerovo@mfcbti.ru,sakha@mfcbti.ru,kbr@mfcbti.ru,rnd@mfcbti.ru,krasnoyarsk@mfcbti.ru,arh@mfcbti.ru,khabarovsk@mfcbti.ru;;;;
3472;ptz.ru;;;;;;
3473;r11.rosinv.ru;;;;;;
3474;vk.com/rostehinventarizaciya;89504234818;;;;;
3475;neo.ru.com;88124488141,88126276525;info@neoproekt.ru,1info@neoproekt.ru,hr@neo.ru.com,info@neo.ru.com;;ИТП	Ингосстрах	Неопроект;;
3476;vk.com/neoproject;88124488141;;;;;
3477;t.me/incom_estate_mos;;;;;;
3478;incom.ru;84953632224,84953634000,84953630494,84953200602,84953630601,84953630855,84953630400,84953636340,84953635505,84953631003,84952322424,84953631600,84953630463,84953631800,84953631011,84953636400,84953631010,84953631617;pr@incom.ru,quality@incom.ru,ucentr@navagent.ru;Москва, ул. Ткацкая	Немчиновка, улица Юности;Сбербанк России;Недвижимость Е. Н.;
3479;vk.com/incom_realty;84953631010,84953631003;;;;;
3480;ok.ru/inkomnedvigimost;;;;;;
3481;polus28.ru;89215528674,80281085508,81050000000,88125401823,88125412827;su337@yandex.ru;;;;7804008958
3482;vk.com/polus28;88122261777;;;;;
3483;centerzemli.ru;89852553838,84963723030,89037845358,84985688888;info@centerzemli.ru;Шаховская, ул. Комсомольская;;;
3484;region-geo.ru;;;;;;
3485;wa.me/79283481983;89283481983;;;;;
3486;canfac.narod2.ru;89267109659;;;;;
3487;vk.com/sanasale;89217272150;;Петрозаводск, ул. Чапаева	Петрозаводск, ул. Чкалова;;;
3488;ok.ru/group/54143218680043;;;;;;
3489;viber.click/79217272150;;;;;;
3490;wa.me/79217272150;;;;;;
3491;t.me/sanarealestate;;;;;;
3492;ann-nsk.com;89137545107,89237392007,89231155206,89138943775,89139116453,89833222262,83833110517,89529237260;ann-g9@mail.ru;Новосибирск, ул. Уральская	Новосибирск, ул.Титова	Новосибирск, ул.Макаренко	Новосибирск, ул. Петухова	Новосибирск, ул. Ивана	Новосибирск, ул. Гоголя	Новосибирск, ул. Степная	Новосибирск, ул. Лежена	Новосибирск, ул.Чемская;;;2152537008,1504604875
3493;vk.com/clubann7;;;;;;
3494;wa.me/79833222262;89833222262;;;;;
3495;vk.com/club179082989;89536799199,89229772660;rosinka-kirov@mail.ru;;;;
3496;proekt-a.net;;;;;;
3497;twitter.com/proekt_a;;;;;;
3498;r30.rosinv.ru;;;;;;
3499;novcapital.ru/?page_id=33;;;Новгород, улица Кооперативная;;;
3500;sistroisev.ru;81234567891,89787190056,89780934743,89787721690;si_sebastopol@mail.ru,office@sistroisev.ru,56si_sebastopol@mail.ru;;Социальная инициатива Москва-Севастополь;;
3501;vk.com/sistroi;89787190056,89787721690;si_sebastopol@mail.ru;;Социальная инициатива;;
3502;youtube.com/channel/ucekrlxgtl5n9yrd92o6cmhw;;;;;;
3503;vk.com/novoetrubino;89168886197;;Фрязино, ул.Проспект;;;
3504;sk-praga.ru;88007000608,88123854136,84957218088;manager@beget.com,bills@beget.com,support@beget.com;;;;
3505;kvsspb.ru;88126455555,88124456170,88122105904,88122102318,88122105708;N.Hromova@kvsspb.ru,E.Zimina@kvsspb.ru,A.Fomina@kvsspb.ru,sales@kvsspb.ru;Янино-1, ул. Ясная	Коммунар, ул Железнодорожная	Янино-1, ул Ясная	Пушкин, ул. Гусарская	Хабаровск, ул Рокоссовского	Всеволожский, ул Вересковая	Янино-1, ул Новая	Лесная, ул. Грибалёвой	Мурино, ул Екатерининская	Сертолово, ул. Тихвинская	Санкт-Петербург, ул. Грибалёвой	Сертолово, ул Тихвинская	Сертолово, ул Мира	Янино-1, ул Голландская	Сертолово, ул Школьная;Россельхозбанк	СМП Банк	БАНК УРАЛСИБ	БАНК ;;7802866742
3506;kvsspb.ru/obekty/zhk-nautilus;88126455555;sales@kvsspb.ru;Лесная, ул. Грибалёвой;;;
3507;shelestowo.ru;89688622525;;;;;
3508;szds-21.ru;89613399579;;;;;
3509;kvartiry.kssk.ru/objects/zhk-timinskiy-pereulok-timinskiy-6;89058705589;;Киров, ул. Чапаева;;;
3510;a-inteks.ru;81020000000,84951375586,80281040272;info@a-inteks.ru;;;;7722858778
3511;nedvizhimost-raion-moskvy-savelovskyi.vsesvoi.org;89037214827,84957214827;ingvar176@mail.ru;Балашиха, ул. Свердлова	Монино, ул. Алксниса	Москва, ул. Викторенко	Москва, ул. Новокузнецкая	Москва, ул. Автозаводская	Москва, ул. Тверская	Щелково, ул. Фрунзе	Обухово, ул. Советская	Нахабино, ул. Институтская	Балашиха, ул. Советская	Аэропорт, ул. Новопесчаная	Москва, ул. Бауманская	Аэропорт, ул. Викторенко	Москва, ул. Пресненская	Лосино-Петровский, ул. Горького	Щелково, ул. Талсинская	Щелково, ул. Советская	Щелково, ул. Центральная	Балашиха, ул. Звездная	Монино, ул. Центральная	Москва, ул. Красносельская	Москва, ул. Профсоюзная	Лосино-Петровский, ул. Ленина	Москва, ул. Покрышкина	Москва, ул. Авиамоторная	Перово, ул. Красовского	Нахабино, ул. Чкалова	Москва, ул. Мира	Щелково, ул. Комарова	Москва, ул. Электрозаводская	Москва, ул. Авиаконструктора	Монино, ул. Красовского	Москва, ул. Летниковская	Сокол, ул. Песчаная	Щелково, ул. Шмидта;;;
3512;wa.me/79037214827;;;;;;
3513;group-akvilon.ru;88123411111,88126799572,88124458663;salesspb@group-akvilon.ru,client@group-akvilon.ru;;АЛЬФА-БАНК	Совкомбанк;;
3514;vk.com/akvilon_group;88124457736;;;;;
3515;youtube.com/channel/uc9stwrw7bjppwhwt8stcgdg;;;;;;
3516;shodny.ru;;;;;;
3517;pulsar2008.ru/obekty/nikolskoe;;;;;;
3518;jilfond.ru;83832304949,89607889510,89231890470,89139878839,83832014400,89607868366,89607965883,83832304545,89607962339,83832304721,83832010001,89607960381,83832300309,89607921619;rozh@jilfond.ru,vakunova@jilfond.ru,personal@jilfond.ru,turenko@jilfond.ru,malisheva@jilfond.ru,pd@jilfond.ru,chubirka@jilfond.ru,berezina@jilfond.ru,surkova@jilfond.ru;VII, ул. Журавлиная	Мичуринцев, ул.Есенина	Новосибирск, ул. Бориса	Новосибирск, ул. Олеко;Базис девелопмент	Жилфонд;Фондис А. Е.	Котковская Г. Б.	Рубекина Е. А.	Пестерова М. А.	Сидорова И. А.	Зверева Н. В.	Прощалыгин А. М.	Семенова Н. В.	Березина Н. В.	Бексеитов Ю. М.	Умрихина Г. И.	Малышевой И. К.	Ошлакова Д. А.	Сухорукова М. В.	Цуканова И. А.	Бессмертных Л. В.	Кожевина А. В.;8054139534,2054128775
3519;nkz.jilfond.ru;89050750654,89039842386,89050756901,89050756864,89050750963;pd@jilfond.ru,zholobova.i@jilfond.ru,vorotnikov.a@jilfond.ru,zakharova.ap@jilfond.ru,borodkina.t@jilfond.ru,belousova.t@jilfond.ru;;;Ребик Е. И.	Левкина М. В.	Сотникова О. Г.	Захарова А. П.	Зорин С. О.	Киселев А. А.;2042107399,3042102177,8042107580,8042133358,8042141527,8042114115,8042102625,2042112670,2042109908,1042101086,2042107056
3520;youtube.com/user/jilfond;;;;;;
3521;ok.ru/group/58481226481771;;;;;;
3522;vk.com/jilfond.novokuznetsk;;;;;;
3523;mgsn.pro;84952553111,84952564554,84952557557;;Москва, ул. Неверовского	Юго-ЗападноеМосква, улица Академика	ВодномМосква, улица Адмирала	Москва, ул. Долгоруковская	Москва, ул. Тверская	Москва, ул. Перерва	ЯкиманкаМосква, ул. Большая;;;
3524;mgsn.ru;;webmaster@example.com;;;;
3525;vk.com/mgsn_msk;84952369998,84959891107;;;;;
3526;apollax.space;84950113565,84950113536;;;АПОЛЛАКС СПЭЙС;;
3527;t.me/apollax_space;;;;;;
3528;vk.com/apollax.space;89169898369;;;;;1836953717
3529;inofarm.ru;;;;;;
3530;vk.com/inofarm;89268677182,89689416521;;;ИНОФАРМ	Инофарм;;
3531;vk.com/ammis_ru;88007074426;;;;;
3532;youtube.com/channel/ucq2wwmyvzrzab0w_dbkpuqw;;;;;;
3533;ammis.ru;;;;;;
3534;zen.yandex.ru/ammis;;;;;;
3535;vk.com/rsti_group;88125657301;;;;;
3536;youtube.com/channel/ucxeycuwttwy7xxtjpkhs8sa;;;;;;
3537;glavaltaystroy.ru/arthouse;;;Барнаул, ул. Партизанская;СЗ ;;
3538;r20.rosinv.ru;;;;;;
3539;ufanovostroyka.ru;83472465117,80000000063,83472996403,83472628409,80913162752,83472261879,83472250221,89174985682,80000000031,83472223333,83472877777,80908143152;ufa@ufanovostroyka.ru;Уфа, ул. Рихарда	Уфа, ул. Гали	Уфа, ул. Зорге	Уфа, ул. Энтузиастов	Уфа, ул. Молодежная	Уфа, ул. Кавказская	Уфа, ул. Пушкина	Уфа, ул. Фурманова	Уфа, ул. Пархоменко	Уфа, ул. Менделеева	Уфа, ул. Бульвар	Уфа, ул. Рудольфа	Уфа, ул. Революционная	Уфа, ул. Уфимское	Уфа, ул. Гафури	Уфа, ул. Цюрупы	Уфа, ул. Владивостокская	Уфа, ул. Российская	Кировский, улица Менделеева	Уфа, ул. Зайнаб	Уфа, ул. Евгения;МФК 	Карат	Эко-Механика	БКСБ-Недвижимость	Ин-Строй	КСИ	СМУ-3 	Застройка	СтройТЭК	Эстор	Кеско-Уфа	СтроиТЭК	Каскад Инвест	ИНВЕСТКАПИТАЛСТРОЙ	БАШЛСТК	Компания управляющая кооперативами	БашСтройКомплект	Океан	ИФЖС	Базис	ЖИЛФОНД	Трест Башсантехмонтаж	Эверест	Селена;;1841077645,1841077691
3540;ufasu10.ru/objects/nekrasovskiy;83472460910;Su10opk@yandex.ru;;Группа компаний ;;
3541;parkovyi.ru;;;;;;
3542;p-realty.com/shop/product/repinskiye-ozera;88129269692;;;;;
3543;nobelius.house;88126403838;igorm@psk-info.ru;Санкт-Петербург, ул.Выборгская;;;
3544;anruslan.ru;89178887479,89534124713,89874140314,89534124498,89506672191,89534124495,89534960144,89393069115,89534124728,89503291756,83838283828,89869171930;Выходнойinfo@anruslan.ru,Zelenin-28@bk.ru,Gulnarasipatrova@gmail.com,info@anruslan.ru;Чистополь, ул. Маркина	Нижнекамск, улица Нагорная	Нижнекамск, улица Солнечная	Болгар, ул Ленина	Нижнекамск, улица Луговая	Нижнекамск, улица Лебяжья	Нижнекамск, улица Корабельная	Заинск, улица Речная	Нижнекамск, улица Бахетле	Челны, улица Николая	Нижнекамск, улица Дачная	Нижнекамск, улица Гагарина	Чистополь, улица Маркина	Нижнекамск, улица Первопроходцев	Казань, улица Дмитрия	Нижнекамск, улица Лесная	Нижнекамск, улица Рябиновая	Нижнекамск, улица Чабьинская	Нижнекамск, улица Центральная	Нижнекамск, улица Интернациональная	Нижнекамск, улица Ленина	Нижнекамск, улица Татарская	Нижнекамск, улица Студенческая	Нижнекамск, ул Первопроходцев	Нижнекамск, улица Рифката	Нижнекамск, улица Чайка	Нижнекамск, улица Вокзальная	Нижнекамск, улица Покровская	Нижнекамск, улица Сосновая	Благодатная, ул Рябиновая	Нижнекамск, улица Бызова	Нижнекамск, улица Майская	Нижнекамск, улица Тукая	Нижнекамск, улица Заводская	Нижнекамск, улица Ахтубинская	Нижнекамск, улица Спортивная	Нижнекамск, улица Менделеева	Нижнекамск, улица Юности	Нижнекамск, улица Чистопольская	Челны, улица Авангардная;;;
3545;wa.me/79869171930;;;;;;
3546;t.me/+79869171930;89869171930;;;;;
3547;vk.com/club164706779;89874140314,89393615337;недвижимости.www.anruslan.ruinfo@anruslan.ru;;;;
3548;vk.com/realtorruslan;89874140314,89393615337;недвижимости.www.anruslan.ruinfo@anruslan.ru;;;;
3549;aovm.ru/hohlovskij-pereulok;84955518328;;Москва, улица Покровка	Москва, улица Земляной;;;
3550;delvrn.ru;83668000262,89529542656,89056550250,81060000000,80281061300;lana.maslova.16@mail.ru;Воронеж, ул. Переветкина	Воронеж, ул. Димитрова	Центральный, ул.Советская	Воронеж, ул. Переверткина	Центральный, ул. Советская	Воронеж, ул.Мордасовой;;;
3551;wa.me/79056550250;;;;;;
3552;danretail.ru;89517992040,89227505499,89227257098,89227442190,89227502619,83512319999,89227435266;2319999@danretail.ru;Пермь, ул. Уральская;ДАН-ритейл	Дан-Ритейл	Фемина;;
3553;vk.com/danretail;83512319999,89227438337,89227501082;;Челябинск, ул. Аношкина;;;
3554;skspecsnab14ykt.ru;89142707957,89142240660,89141057367;;Якутск, ул. Курашова	Якутск, улица Курашова;;;
3555;k29arenda.ru;89680042442,89161649007;arenda@k29arenda.ru;Москве, ул. Кржижановского;;;
3556;an-newstyle.clients.site;;;;;;
3557;t.me/volkstreetreal;89180033989;;;;;
3558;viber.click/79180033989;;;;;;
3559;vk.com/volkstreetreal;89180033989,88001019989;;;;;
3560;youtube.com/channel/ucvy4zixrx0qc7mjuy47wcxq;;;;;;
3561;wa.me/79180033989;;;;;;
3562;villa66.ru;81050000000,83433456766,83433617171,88005505766,89220019472,83433394638,83433394560,83433579921,80281031654,83433447766;mail@villa66.ru,quality_control@villa66.ru;Екатеринбург, ул. Ткачей	Екатеринбург, ул. Народной;;;6671325505
3563;villa66.ru/kottedzhnye-poselki/zapovednik;88005505766,83433456766;;Екатеринбург, ул. Ткачей;;;
3564;youtube.com/channel/uctp8wmbtjz4rbigwfeihtcw;;;;;;
3565;yakushevo.ru;89267203685,89916351020;office@yakushevo.ru;;;;
3566;stroy-instrument54.ru;89231360640,89538031006,88001001010,83833639080,83833638760,83833632018,83833631377,89538875963,89137079242,89059373766,89137731016,88005553545;opt@stroy-instrument54.ru,tsenter.servisn54@yandex.ru,n.pneva@stroy-instrument54.ru,a.chernenko@stroy-instrument54.ru,bykodarov@stroy-instrument54.ru,buh@stroy-instrument54.ru,m.glazkin@stroy-instrument54.ru,site@stroy-instrument54.ru,info@stroy-instrument54.ru,nsk.stroy-instrument54@mail.ru,info@kidshop.ru,beznal@stroy-instrument54.ru;;;;2607010541,4933464317,2608631017,4932464916,2608603232,4933428120,4933451222,4933441915,2608630033,2608624138,2608602198,4933464536,7716050064,2608572212,4933464405,4933478430,4933464267,2608667444,4933431850
3567;poradom.ru;83472927063,83472008070,89273400350,80281010600,81030000000,89374729394,80401390000;personal@poradom.ru;Уфа, ул. Рихарда	Есенинский, ул. Поэтическая	Гора, ул. Сосновая	Уфа, ул. Мустая;Домостроительная Компания ПОРАДОМ;;
3568;vk.com/poradom;89273400350,83472008070,83472008836;;;;;
3569;youtube.com/channel/ucpqjkfpffdrib7mvd-dz56q;;;;;;
3570;mrqz.me/623d5824231077003f67bb14;;;;;;
3571;aovm.ru/hersonskaya-ulica;84955518328;;Москва, улица Намёткина	Москва, улица Введенского	Москва, улица Каховка	Москва, улица Обручева;;;
3572;aovm.ru/7-j-rostovskij-pereulok;84955518328;;Москва, улица Пречистенка	Москва, улица Льва	Москва, улица Тимура	Москва, улица Новый;;;
3573;g2000.pro;;sale@balance72.ru;Тюмень, ул. Новосибирская;;;
3574;zhk-park.ru;80032003500;sale@balance72.ru;Тюмень, ул. Новосибирская	Москва, ул. Радио	Тюмень, ул. Малыгина	Екатеринбург, ул. Гоголя;;;7736249247,7203139064,7203075558,5260270696,7203542700,6671093558
3575;megacom-tver.ru/nashi-obekty;89301650147;;Тверь, ул. Лидии;;;
3576;csbi24.ru;;;;;;
3577;t.me/csbi24;;;;;;
3578;wa.me/79150413844;89150413844;;;;;
3579;vk.com/alphagroupfa;89115180220;;;;;
3580;moriv.ru/village/kovalevo;89055708959;;;;;
3581;dev.gsbk.ru/projects/completed/ermak-2;;;;;;
3582;zone-n.ru;89633213362;shubin@zone-n.ru;;;;4716044165
3583;himki-life.ru;84952015361;rosszem@mail.ru;;;;
3584;krasnoyarsk.superxata.ru;;;;;;
3585;anik.ru;88043330935,88007750494;mail@anik.ru;Тольятти, ул. Дзержинского	Воронеж, ул. Революции;;;6316040730
3586;vk.com/anik_coworking;89277808779,88462251774,88001011421,89379876079;;;;;
3587;2mengroup.ru;;info@2mengroup.ru;Тюмень, ул. Севастопольская	Тюмень, ул. Пржевальского	Тюмень, ул. Челюскинцев	Тюмень, ул. Профсоюзная;;;
3588;fiftyfifty72.ru;;;;;;
3589;aovm.ru/volochaevskaya-ulica;84955518328;;Москва, улица Сергия	Москва, улица Станиславского	Москва, улица Радио;;;
3590;andornn.ru;88312889203,88312889101;211-9-000info@andornn.ru,info@andornn.ru;Новгород, ул. Коминтерна	Новгород, улица Бориса	Новгород, ул. Красная	Новгород, улица Тимирязева	Новгород, ул. Дунаева	Новгород, улица Проломная	Новгород, ул. Березовская	Новгород, ул. Академика	Новгород, ул. Яблоневая	Афонино, ул. Красная	Новгород, ул. Генкиной;Центрэнергожилстрой;Королева В. В.	Колганова А. А.	Матвиенко А. П.;
3591;andornn.ru/olimpiyskiy/o_komplekse;;211-9-000info@andornn.ru,info@andornn.ru;;;;
3592;prodaga-kvartir-sinegorye.turbo.site/sinegorye;;;;;;
3593;flats.legenda-dom.ru;88126770000;;;;;
3594;vk.com/legenda_na_komendantskom;89967666081,89267611075;;;;;
3595;vk.com/legendakomendantskogo;88123094217;;;;;
3596;vk.com/club89984669;;;;;;
3597;metropolis-1.ru;;admin@metropolis-1.ru;Липецк, ул. Литаврина;;;
3598;vk.com/public216162976;89508053994;;;;;
3599;ok.ru/group/70000001000027;;;;;;
3600;priemka43.ru;89058719413;;Киров, ул. Карла;;;4345340823
3601;vk.com/priemka43;89058719413,89068292075;;;;;
3602;bti-krsk.ru;;bti-krsk@yandex.ru;Красноярск, ул. Анатолия;;;
3603;sibakademstroy.brusnika.ru;83832840180,88002007047,89030803000,83833192510,83832846033,83832304534,88001001887;pravda@brusnika.ru,pr@brusnika.ru,invest@brusnika.ru,garantia@brusnika.ru;Екатеринбург, ул. Малышева	Новосибирск, ул. Декабристов	Новосибирск, ул. Аэропорт	Новосибирск, ул. Ленина	Новосибирск, ул. Семьи;;;
3604;vk.com/brusnika.moskow;;;;;;
3605;vk.com/brusnika.company;83432891074;;;;;
3606;brusnika.ru;84951197286,88002007047,89030803000,84951813115,88001001887;garantia@brusnika.ru,pravda@brusnika.ru,pr@brusnika.ru,invest@brusnika.ru;Екатеринбург, ул. Малышева	Сапроново, улица Калиновая;;;
3607;youtube.com/channel/ucbd7gxdtiuoyhoewj97bohq;;;;;;
3608;istra.group;89254333132;;;;;
3609;prozorovo.com;;;;;;
3610;vk.com/sntaeroflot;89029900903;;;;;
3611;aovm.ru/universitet;84955518328;;Москва, улица Вавилова	Москва, улица Гарибальди	Москва, улица Дмитрия;;;
3612;podolye.ru;88007007104,84953529999,88007004070,87000002855,89035554080,89772700310;tinao@eco-pro.ru,podolinfo@mail.ru;;Мособлгаз	Мосгаз;;
3613;rsz35.ru/objekt/113;;;;Ремстройзаказчик;;
